StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent_agree,consent_age,Q91,1A_1,1B_1,2A_1,2B_1,3A_1,3B_1,4A_1,4B_1,5A_1,5B_1,6A_1,6B_1,7A_1,7B_1,8A_1,8B_1,9A_1,9B_1,10A_1,10B_1,11A_1,11B_1,12A_1,12B_1,13A_1,13B_1,14A_1,14B_1,15A_1,15B_1,16A_1,16B_1,17A_1,17B_1,18A_1,18B_1,slider_attn_check_1,slider_attn_check_2_1,speed,manage,age_og,gender_og,income_og,education_og,atten_check2,race_og,hispanic_og,state_og,urbancity,partyid_og,registered,vote_2020,pew_bornagain,pres_approve_nonbin,FL_5_DO,FL_10_DO,FL_11_DO,FL_12_DO,FL_13_DO,FL_14_DO,FL_15_DO,FL_16_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,I have read the above and agree to participate in this survey.,I am age 18 or over.,Please enter your Connect ID,"What is the likelihood that in the next decade or two advanced AI will lead to monopolies or concentration of power in a small number of companies? For example, a small number of companies might become so valuable from advanced AI that they have extreme influence on markets, the economy, or the government.",How impactful do you think that monopolies or the centralization of economic power from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI causes a major disruption of the economy, destabilizing labor markets? For example, advanced AI might make many skills obsolete, forcing some people to learn new skills to keep their jobs, and resulting in significant job losses for others.",How impactful do you think the disruption of the economy by advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI leads to a global financial meltdown? For example, this might mean that automated decision making systems, such as in algorithmic trading systems with too much power and insufficient oversight, could result in a stock market crash.",How impactful do you think financial problems caused by advanced AI might be for society?,"What is the likelihood that in the next decade or two biases embedded in advanced AI tools might lead to significant increases in discrimination and social or income inequality? For example, biases in advanced AI might increase disparities in hiring and wage determination, credit scoring, mortgage and rental application decisions, assessment of job performance, criminal sentencing and policing, school admissions decisions and personalized learning systems, or decisions in healthcare diagnosis and treatment.",How impactful do you think increases in social or income inequality from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technologies cause a decrease in personal privacy protections? For example, advanced AI might make surveillance more common and more acceptable for preventing crime, or, it might increase the demand for value of training data for AI models tremendously, resulting in a loosening of privacy protections.",How impactful do you think risks to privacy protections from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI results in extreme income inequality? For example, this might happen if advanced AI driven productivity gains generate tremendous new wealth, overwhelmingly benefiting those who are already very wealthy, while those with few or no investments see little or no benefits.",How impactful do you think severe income inequality from advanced AI might be for society?,What is the likelihood that in the next decade or two terrorists use advanced AI to create a deadly biological weapon or chemical weapon that is used at least once against a large number of civilians in a major terrorist attack?,How impactful do you think terrorist attacks with deadly biological or chemical weapons developed with advanced AI might be for society?,"What is the likelihood that in the next decade or two terrorists use advanced AI to create autonomous AI weapons for use in attacking civilians? For example, terrorists might use advanced AI to evade authorities and create cyberweapons and autonomous drones that could carry out attacks on critical infrastructure, such as hydroelectric dams or nuclear power plants, or on large civilian targets like airports or sporting arenas.",How impactful do you think terrorist attacks from advanced AI weapons might be for society?,"What is the likelihood in the next decade or two there are major cyber attacks on civilian targets enabled by advanced AI? For example, advanced AI might infiltrate and reprogram computer systems, like power grids or military computer systems, to execute destructive plans.",How impactful do you think cyber attacks from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technology leads to society’s collective inability to determine what information is true or reliable? For example, this might happen if people over-rely on AI systems and blindly trust their outputs even if the output is wrong (e.g., fake news, generative AI like ChatGPT hallucinating or making things up).",How impactful do you think a gradual distortion of knowledge might be for society?,"What is the likelihood that in the next decade or two an advanced AI system relied upon for public safety, such as disease detection, self-driving vehicles, or disaster warning systems, malfunctions and results in a significant loss of life?",How impactful do you think the failure of safety critical advanced AI systems might be for society?,What is the likelihood that in the next decade or two an advanced AI arms race between the United States and China leads to a direct military conflict between the two countries’ armed forces?,How impactful do you think an AI arms race inspired conflict between the US and China might be for society?,"What is the likelihood that in the next decade or two one or more countries develop a strategic advantage in AI giving rise to a global power imbalance that favors authoritarianism? For example, this might happen if one or more authoritarian governments create radically advanced AI before other countries or disproportionately to other countries, giving them some sort of strategic advantage and allowing them to enforce their values amongst the rest of the world.",How impactful do you think losing an AI race might be for society?,"What is the likelihood that in the next decade or two an adversary uses advanced AI to engage in information warfare to destabilize an adversary? For example, this might involve a sustained effort to provide very persuasive and convincing misinformation, like deep fakes, generated by advanced AI with the longer-term goal of destabilizing society, or, a similar use of persuasive advanced AI technology in order to influence the outcome of one or more federal elections.",How impactful do you think a successful information warfare campaign by an adversary might be for affected members of society?,"What is the likelihood that in the next decade or two the computational resources required to support training, operation, and data storage for AI models consume enough energy that the resulting carbon emissions destabilize the global climate above and beyond the current median projections?",How impactful do you think this risk that increased climate volatility might be for society?,"What is the likelihood that in the next decade or two radically advanced AI overtakes existing global governments and implements a form of government that is not acceptable to the majority of humanity? For example, a society run by advanced AI might entail constant surveillance and no privacy, extreme poverty, a prohibition of religion or other critical liberties, or other restrictions causing widespread suffering or injustice.",How impactful do you think an advanced AI dystopia might be for society?,"What is the likelihood that in the next decade or two advanced AI will cause the collapse of human civilization resulting in global anarchy? For example, this might happen if AI automates systems like those for food production and distribution and we eventually lose control of our food supply resulting in mass famine; in this or other similar scenarios AI could lead to the deaths of so many people that governments cannot be sustained.",How impactful do you think civilization collapse might be for society?,What is the likelihood that in the next decade or two AI leads to human extinction?,How impactful do you think human extinction might be for society?,In this question we would like you to move the slider to the number sixty. This helps us to confirm that people taking the survey are reading the questions.,For this slider please move the slider to around where the word minor is on the scale.,"In your opinion, what should we do about risks from advanced AI?","In your opinion, who should manage risks from advanced AI?",What is your current age in years?,What is your gender?,What is your family income per year? (please provide pre-tax income),What is the highest level of education you have completed?,Which of the following would you be most surprised to find in the sea or ocean?,Which of the following best matches your racial identity?,"Do you consider yourself to be of Hispanic, Latino, or Spanish origin?",In which US State or District do you currently live?,How would you describe the place where you live?,"Generally speaking, do you think of yourself as a ...?",Are you registered to vote in US elections?,What was your vote in the 2020 Presidential election?,"Would you describe yourself as a ""born-again"" or evangelical Christian, or not?",Do you approve or disapprove of the way Joe Biden is handling his job as President?,FL_5 - Block Randomizer - Display Order,FL_10 - Block Randomizer - Display Order,FL_11 - Block Randomizer - Display Order,FL_12 - Block Randomizer - Display Order,FL_13 - Block Randomizer - Display Order,FL_14 - Block Randomizer - Display Order,FL_15 - Block Randomizer - Display Order,FL_16 - Block Randomizer - Display Order
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID118_TEXT""}","{""ImportId"":""QID2_1""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID60_1""}","{""ImportId"":""QID61_1""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID69_1""}","{""ImportId"":""QID70_1""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID75_1""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID77_1""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID80_1""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID83_1""}","{""ImportId"":""QID84_1""}","{""ImportId"":""QID85_1""}","{""ImportId"":""QID86_1""}","{""ImportId"":""QID87_1""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID92_1""}","{""ImportId"":""QID93_1""}","{""ImportId"":""QID116_1""}","{""ImportId"":""QID117_1""}","{""ImportId"":""QID38""}","{""ImportId"":""QID59""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID100""}","{""ImportId"":""QID41""}","{""ImportId"":""QID55""}","{""ImportId"":""QID107""}","{""ImportId"":""QID108""}","{""ImportId"":""QID109""}","{""ImportId"":""QID110""}","{""ImportId"":""QID102""}","{""ImportId"":""QID101""}","{""ImportId"":""QID114""}","{""ImportId"":""QID111""}","{""ImportId"":""QID104""}","{""ImportId"":""FL_5_DO""}","{""ImportId"":""FL_10_DO""}","{""ImportId"":""FL_11_DO""}","{""ImportId"":""FL_12_DO""}","{""ImportId"":""FL_13_DO""}","{""ImportId"":""FL_14_DO""}","{""ImportId"":""FL_15_DO""}","{""ImportId"":""FL_16_DO""}"
2023-10-27 20:23:45,2023-10-27 20:35:54,IP Address,72.176.47.144,100,728,True,2023-10-27 20:35:54,R_1QGXRPCz8EqCmBq,,,,,31.0682,-97.392,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,08D6F1B9AEEB4CC0ABAD67C0587BC2C4,66,71,70,70,69,75,77,72,78,72,50,51,50,75,49,72,89,69,99,93,88,75,97,93,72,71,72,72,6,2,47,51,0,0,0,0,60,26,We should take an indefinite pause on AI progress.,The companies developing AI technologies should manage the majority of risks.,46,Man,"$200,000 or more","Some college, no degree",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Texas,Suburb,Republican,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_12|FL_13|FL_11|FL_15|FL_10|FL_14|FL_16,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,12-AIArmsRace|13-GlobalPowerShift|14-InformationWarfare,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:14:29,2023-10-27 20:35:56,IP Address,71.206.54.132,100,1286,True,2023-10-27 20:35:56,R_1mqRZcHgtercNKs,,,,,39.4587,-76.962,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,4D3C479FD6C2431C933E7BB3C0B2DDFB,5,37,5,37,15,62,0,25,50,45,0,36,0,80,0,86,0,75,25,47,15,53,25,72,3,88,40,64,17,27,7,61,0,96,0,100,60,26,We should take an indefinite pause on AI progress.,National governments should manage the majority of risks.,30,Man,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Florida,Suburb,Republican,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_15|FL_16|FL_12|FL_14|FL_10|FL_11|FL_13,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 20:17:54,2023-10-27 20:36:17,IP Address,24.211.66.77,100,1103,True,2023-10-27 20:36:18,R_RkUDC8hzgGNu4kV,,,,,34.1847,-79.7704,anonymous,EN,1,,0,0,,Yes,Yes,F3D7196BDE93420FA3A5270617987A3E,42,68,9,33,4,75,56,58,78,50,19,27,1,99,1,97,1,99,8,68,4,51,1,95,0,74,98,73,7,78,0,99,0,100,0,100,60,26,We should slow down the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,50,Man,"Between $80,000 and $99,999",Completed master’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",South Carolina,Town,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_11|FL_15|FL_10|FL_16|FL_12|FL_14|FL_13,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 20:20:12,2023-10-27 20:36:21,IP Address,45.194.103.199,100,969,True,2023-10-27 20:36:21,R_1M6yKmSZlhs1kPJ,,,,,40.7123,-74.0068,anonymous,EN,0.800000011920929,,0,65,,Yes,Yes,C8DFD76911C8467CAA7A6759FFF8B002,59,84,71,79,74,66,89,95,83,73,70,28,62,51,59,87,85,70,48,65,70,77,39,74,71,47,67,50,83,69,80,62,64,73,70,76,59,27,We should maintain the current rate of AI progress.,National governments should manage the majority of risks.,37,Man,"Between $100,000 and $149,999",Completed bachelor’s degree,Dolphin,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Michigan,Rural area,Republican,"Yes, I am registered to vote",Joe Biden,Yes,Somewhat approve,FL_10|FL_14|FL_15|FL_11|FL_12|FL_13|FL_16,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 20:14:10,2023-10-27 20:37:08,IP Address,67.80.152.205,100,1377,True,2023-10-27 20:37:09,R_2YLY0BJtsUmmJrb,,,,,40.598,-73.9467,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,D878A5360BB94E509F6210DDD7DE4264,20,36,90,49,35,71,5,71,10,31,5,60,65,98,10,97,90,83,10,73,90,71,74,71,25,38,75,98,79,88,2,99,2,99,1,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",29,Woman,"Between $80,000 and $99,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",New York,City,Democrat,"Yes, I am registered to vote","Did not vote in 2020, but was eligible to vote",No,Don't know / No opinion,FL_14|FL_13|FL_12|FL_16|FL_10|FL_11|FL_15,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 20:15:29,2023-10-27 20:37:13,IP Address,74.122.61.117,100,1303,True,2023-10-27 20:37:13,R_bkNEaSh8JsvohGx,,,,,39.0469,-77.4903,anonymous,EN,1,,0,40,,Yes,Yes,A5E706E558A94ABB8360B98296A23782,70,99,86,71,89,99,90,71,100,100,69,73,88,99,59,50,89,73,59,73,68,98,78,99,88,85,91,72,80,72,88,72,69,72,79,71,80,49,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,53,Woman,"Between $50,000 and $79,999",Completed bachelor’s degree,Seal,White,Yes,Maryland,City,Democrat,"Yes, I am registered to vote",Joe Biden,Yes,Strongly approve,FL_15|FL_12|FL_13|FL_10|FL_14|FL_16|FL_11,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 20:15:33,2023-10-27 20:37:28,IP Address,63.248.50.95,100,1314,True,2023-10-27 20:37:29,R_31z6WvXUOtnygTH,,,,,41.7028,-112.1777,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,C7FFD6281C83492895706C05233EDBA9,15,46,33,57,8,65,2,65,34,56,6,61,8,79,7,74,12,78,6,67,52,70,3,70,2,80,7,61,5,86,1,93,1,98,0,99,60,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",55,Man,"Under $20,000","Some college, no degree",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Utah,Rural area,Republican,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_10|FL_13|FL_16|FL_14|FL_11|FL_12|FL_15,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:15:46,2023-10-27 20:37:29,IP Address,50.111.194.56,100,1303,True,2023-10-27 20:37:30,R_O2Lw4uz47xjtWYF,,,,,35.1829,-83.3865,anonymous,EN,,,,,,Yes,Yes,938A5F8533ED4AF883DD67BE08F08161,35,72,35,66,19,86,39,72,49,60,69,58,65,50,70,48,25,61,30,62,40,49,25,72,25,49,40,72,19,72,6,100,3,100,2,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",41,Man,"Between $100,000 and $149,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Florida,City,Democrat,"Yes, I am registered to vote",Joe Biden,Yes,Somewhat approve,FL_14|FL_13|FL_12|FL_10|FL_15|FL_11|FL_16,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
2023-10-27 20:30:09,2023-10-27 20:37:32,IP Address,81.161.7.160,100,442,True,2023-10-27 20:37:32,R_248h7R1CgyDUXx7,,,,,40.7662,-74.0178,anonymous,EN,1,,0,25,,Yes,Yes,B27DD7D5480647A19DC58E059E8FE545,67,49,53,79,55,81,65,41,77,58,55,75,70,75,66,77,53,74,75,63,64,47,68,80,74,56,82,63,65,52,56,77,60,80,72,78,59,26,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,36,Man,"Between $20,000 and $49,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",South Carolina,Town,Democrat,"Yes, I am registered to vote",Joe Biden,Yes,Strongly approve,FL_11|FL_14|FL_13|FL_10|FL_12|FL_15|FL_16,1- Monopolies&CentralizationofPower|2-EconomicInstability|3-FinancialMeltdown,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,17-CivilizationalCollapse|16-Dystopia|18-Extinction
2023-10-27 20:19:04,2023-10-27 20:38:12,IP Address,75.177.248.173,100,1148,True,2023-10-27 20:38:13,R_O9mlcFUKa7DI0Ex,,,,,34.1562,-79.3898,anonymous,EN,1,,0,0,,Yes,Yes,C47FE78AD92947C1998D8010861497BA,25,72,75,84,40,72,80,0,45,26,50,49,40,84,40,84,65,62,75,62,85,84,30,100,45,72,95,83,25,72,5,100,5,100,0,100,60,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",29,Man,"Between $50,000 and $79,999",Graduated from high school (Diploma/GED or equivalent),Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",South Carolina,Rural area,Democrat,"Yes, I am registered to vote","Did not vote in 2020, but was eligible to vote",No,Somewhat approve,FL_15|FL_16|FL_12|FL_11|FL_10|FL_14|FL_13,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:15:47,2023-10-27 20:38:24,IP Address,65.24.191.149,100,1356,True,2023-10-27 20:38:24,R_2tyX63DERyIryMU,,,,,40.144,-84.2383,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,D2AF9CB514BD45749913A37D0188EE18,52,87,61,83,67,83,71,75,65,83,80,100,59,99,51,72,63,74,68,86,39,55,39,100,60,79,63,87,53,83,66,84,66,90,0,100,60,26,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,36,Woman,"Under $20,000",Graduated from high school (Diploma/GED or equivalent),Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Ohio,Town,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_12|FL_11|FL_14|FL_16|FL_15|FL_13|FL_10,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 20:13:55,2023-10-27 20:38:56,IP Address,71.206.197.61,100,1501,True,2023-10-27 20:38:57,R_2qmaksU1ZQMuuOy,,,,,40.3052,-79.5418,anonymous,EN,1,,0,0,,Yes,Yes,1F4ECB6161634395999286C322FE5403,41,49,63,72,21,74,67,52,97,51,66,50,13,76,0,26,91,49,32,69,3,47,38,73,13,23,88,42,10,26,0,74,0,100,0,100,60,26,We should accelerate the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,38,Man,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Pennsylvania,Suburb,Republican,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_15|FL_12|FL_14|FL_16|FL_13|FL_11|FL_10,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:16:24,2023-10-27 20:39:08,IP Address,24.163.25.212,100,1363,True,2023-10-27 20:39:08,R_3Mm8YP0Jd2q1oip,,,,,36.033,-80.3916,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,B4CF0FA0AAC341E99A4359668D2CE23E,10,25,7,24,8,21,8,13,55,46,5,12,0,9,0,5,6,25,2,2,0,0,0,0,0,0,0,0,0,1,0,64,0,100,0,100,60,26,We should accelerate the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,38,Man,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",North Carolina,Suburb,Republican,"Yes, I am registered to vote",Donald Trump,Yes,Strongly disapprove,FL_14|FL_11|FL_13|FL_12|FL_10|FL_15|FL_16,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|17-CivilizationalCollapse|18-Extinction
2023-10-27 20:20:02,2023-10-27 20:39:43,IP Address,96.244.123.181,100,1180,True,2023-10-27 20:39:44,R_3fctQdldO6Drxvv,,,,,39.6882,-76.0492,anonymous,EN,0.699999988079071,,0,105,,Yes,Yes,286568B59A454BF6B4AA082A1DD1AE2D,63,59,74,78,61,78,70,58,62,44,63,50,61,72,76,72,66,79,65,64,65,94,60,85,67,64,68,77,60,77,29,72,34,64,38,97,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",28,Woman,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Maryland,City,Republican,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_14|FL_11|FL_16|FL_13|FL_10|FL_15|FL_12,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,4-Bias&Discrimination|5-Privacy|6-ExtremeIncomeInequality,8-TerroristAIWeaponsAttack|9-CyberAttacks|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
